week_start,disease_label,validated_case_count,validation_basis,data_source
2021-02-08,DIARRHEA_GASTROENTERITIS,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-02-15,DENGUE,2,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-02-15,ARI,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-02-15,ILI,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-02-15,DIARRHEA_GASTROENTERITIS,2,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-02-22,DENGUE,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-02-22,ARI,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-02-22,ILI,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-02-22,DIARRHEA_GASTROENTERITIS,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-03-01,DENGUE,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-03-01,ARI,9,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-03-01,ILI,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-03-01,DIARRHEA_GASTROENTERITIS,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-03-08,DENGUE,2,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-03-08,ARI,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-03-08,ILI,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-03-08,DIARRHEA_GASTROENTERITIS,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-03-15,DENGUE,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-03-15,ARI,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-03-15,ILI,12,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-03-15,DIARRHEA_GASTROENTERITIS,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-03-22,DENGUE,0,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-03-22,ARI,10,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-03-22,ILI,9,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-03-22,DIARRHEA_GASTROENTERITIS,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-03-29,DENGUE,2,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-03-29,ARI,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-03-29,ILI,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-03-29,DIARRHEA_GASTROENTERITIS,9,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-04-05,DENGUE,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-04-05,ARI,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-04-05,ILI,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-04-05,DIARRHEA_GASTROENTERITIS,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-04-12,DENGUE,9,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-04-12,ARI,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-04-12,ILI,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-04-12,DIARRHEA_GASTROENTERITIS,9,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-04-19,DENGUE,2,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-04-19,ARI,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-04-19,ILI,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-04-19,DIARRHEA_GASTROENTERITIS,12,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-04-26,DENGUE,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-04-26,ARI,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-04-26,ILI,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-04-26,DIARRHEA_GASTROENTERITIS,10,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-05-03,DENGUE,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-05-03,ARI,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-05-03,ILI,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-05-03,DIARRHEA_GASTROENTERITIS,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-05-10,DENGUE,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-05-10,ARI,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-05-10,ILI,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-05-10,DIARRHEA_GASTROENTERITIS,11,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-05-17,DENGUE,2,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-05-17,ARI,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-05-17,ILI,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-05-17,DIARRHEA_GASTROENTERITIS,14,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-05-24,DENGUE,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-05-24,ARI,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-05-24,ILI,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-05-24,DIARRHEA_GASTROENTERITIS,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-05-31,DENGUE,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-05-31,ARI,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-05-31,ILI,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-05-31,DIARRHEA_GASTROENTERITIS,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-06-07,DENGUE,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-06-07,ARI,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-06-07,ILI,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-06-07,DIARRHEA_GASTROENTERITIS,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-06-14,DENGUE,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-06-14,ARI,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-06-14,ILI,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-06-14,DIARRHEA_GASTROENTERITIS,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-06-21,DENGUE,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-06-21,ARI,2,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-06-21,ILI,2,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-06-21,DIARRHEA_GASTROENTERITIS,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-06-28,DENGUE,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-06-28,ARI,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-06-28,ILI,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-06-28,DIARRHEA_GASTROENTERITIS,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-07-05,DENGUE,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-07-05,ARI,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-07-05,ILI,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-07-05,DIARRHEA_GASTROENTERITIS,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-07-12,DENGUE,10,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-07-12,ARI,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-07-12,ILI,2,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-07-12,DIARRHEA_GASTROENTERITIS,2,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-07-19,DENGUE,13,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-07-19,ARI,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-07-19,ILI,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-07-19,DIARRHEA_GASTROENTERITIS,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-07-26,DENGUE,9,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-07-26,ARI,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-07-26,ILI,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-07-26,DIARRHEA_GASTROENTERITIS,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-08-02,DENGUE,11,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-08-02,ARI,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-08-02,ILI,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-08-02,DIARRHEA_GASTROENTERITIS,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-08-09,DENGUE,14,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-08-09,ARI,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-08-09,ILI,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-08-09,DIARRHEA_GASTROENTERITIS,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-08-16,DENGUE,12,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-08-16,ARI,2,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-08-16,ILI,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-08-16,DIARRHEA_GASTROENTERITIS,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-08-23,DENGUE,9,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-08-23,ARI,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-08-23,ILI,2,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-08-23,DIARRHEA_GASTROENTERITIS,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-08-30,DENGUE,11,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-08-30,ARI,9,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-08-30,ILI,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-08-30,DIARRHEA_GASTROENTERITIS,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-09-06,DENGUE,17,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-09-06,ARI,2,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-09-06,ILI,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-09-06,DIARRHEA_GASTROENTERITIS,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-09-13,DENGUE,10,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-09-13,ARI,1,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-09-13,ILI,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-09-13,DIARRHEA_GASTROENTERITIS,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-09-20,DENGUE,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-09-20,ARI,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-09-20,ILI,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-09-20,DIARRHEA_GASTROENTERITIS,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-09-27,DENGUE,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-09-27,ARI,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-09-27,ILI,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-09-27,DIARRHEA_GASTROENTERITIS,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-10-04,DENGUE,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-10-04,ARI,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-10-04,ILI,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-10-04,DIARRHEA_GASTROENTERITIS,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-10-11,DENGUE,12,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-10-11,ARI,10,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-10-11,ILI,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-10-11,DIARRHEA_GASTROENTERITIS,2,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-10-18,DENGUE,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-10-18,ARI,2,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-10-18,ILI,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-10-18,DIARRHEA_GASTROENTERITIS,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-10-25,DENGUE,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-10-25,ARI,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-10-25,ILI,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-10-25,DIARRHEA_GASTROENTERITIS,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-11-01,DENGUE,9,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-11-01,ARI,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-11-01,ILI,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-11-01,DIARRHEA_GASTROENTERITIS,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-11-08,DENGUE,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-11-08,ARI,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-11-08,ILI,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-11-08,DIARRHEA_GASTROENTERITIS,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-11-15,DENGUE,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-11-15,ARI,9,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-11-15,ILI,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-11-15,DIARRHEA_GASTROENTERITIS,1,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-11-22,DENGUE,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-11-22,ARI,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-11-22,ILI,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-11-22,DIARRHEA_GASTROENTERITIS,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-11-29,DENGUE,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-11-29,ARI,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-11-29,ILI,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-11-29,DIARRHEA_GASTROENTERITIS,1,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-12-06,DENGUE,2,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-12-06,ARI,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-12-06,ILI,15,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-12-06,DIARRHEA_GASTROENTERITIS,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-12-13,DENGUE,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-12-13,ARI,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-12-13,ILI,9,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-12-13,DIARRHEA_GASTROENTERITIS,1,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-12-20,DENGUE,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-12-20,ARI,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-12-20,ILI,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-12-20,DIARRHEA_GASTROENTERITIS,1,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-12-27,DENGUE,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-12-27,ARI,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-12-27,ILI,9,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2021-12-27,DIARRHEA_GASTROENTERITIS,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-01-03,DENGUE,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-01-03,ARI,13,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-01-03,ILI,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-01-03,DIARRHEA_GASTROENTERITIS,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-01-10,DENGUE,1,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-01-10,ARI,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-01-10,ILI,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-01-10,DIARRHEA_GASTROENTERITIS,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-01-17,DENGUE,2,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-01-17,ARI,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-01-17,ILI,9,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-01-17,DIARRHEA_GASTROENTERITIS,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-01-24,DENGUE,1,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-01-24,ARI,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-01-24,ILI,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-01-24,DIARRHEA_GASTROENTERITIS,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-01-31,DENGUE,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-01-31,ARI,9,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-01-31,ILI,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
